0.0009996891021728516,"[0.005571448825158026, 0.00019752188263228498, -0.008510210631934554, 0.005571447736899104, 0.00019752189940341693, -0.005573874108783356, 0.0038341400062745605, 0.00010291096558256982, -0.005887930019377695, 0.0038341393437719513, 0.00010291095004032885, -0.008824270315934057]","[2.785724412579013, 0.09876094131614249, -4.255105315967277, 2.7857238684495518, 0.09876094970170847, -2.786937054391678, 1.9170700031372803, 0.05145548279128491, -2.9439650096888474, 1.9170696718859757, 0.051455475020164426, -4.412135157967028]"
0.011175394058227539,"[0.009988173575840989, 0.0005093050715791249, -0.01612148178959102, 0.01017265025454538, 0.0005161351174757167, -0.01056919984680006, 0.006978972878241713, 0.0002685514119349766, -0.009564465001705994, 0.006071371155576587, 0.00030638068532934967, 0.06930829773038272]","[4.994086787920494, 0.15589159447341996, -8.06074089479551, 5.08632512727269, 0.15930660903614985, -5.28459992340003, 3.4894864391208564, 0.08282022317620338, -4.782232500852997, 3.0356855777882936, 0.10173486764451042, -8.979082434666878]"
0.011175394058227539,"[0.013444487088312147, 0.0008706026590827316, -0.022890429354127554, 0.013978630341071139, 0.000896573613596009, -0.01498357121085467, 0.009546179365045137, 0.00046595277950797894, -0.01260428716340892, 0.00777332241621116, 0.0006281212274960486, 0.14881351876754792]","[6.722243544156074, 0.1806487937518033, -11.445214677063777, 6.989315170535569, 0.19021924806014615, -7.491785605427335, 4.773089682522568, 0.09870068378650117, -6.30214358170446, 3.88666120810558, 0.1608702710833495, -12.859703215942513]"
0.01217794418334961,"[0.01670359323569977, 0.001252954743486777, -0.028788579867713972, 0.017139827270471857, 0.0012943685938792764, -0.017327313267821776, 0.010737508934294187, 0.0007126150586450902, 0.06925520313582958, 0.010084963268395666, 0.000934967434999232, -0.03132147441396867]","[8.351796617849885, 0.19117604220202278, -14.394289933856985, 8.569913635235928, 0.19889749014163374, -8.663656633910888, 5.3687544671470935, 0.12333113956855561, -9.005629731943447, 5.0424816341978325, 0.15342310375159168, -15.660737206984335]"
0.01217794418334961,"[0.0192341426033345, 0.0016143699487465035, -0.03399582508239502, 0.019757244902914074, 0.001677728112088139, -0.01945297966928243, 0.011743467327110627, 0.0009894960572354194, 0.06645056914330882, 0.011064508164070086, 0.0012498280579542277, 0.050102411832909324]","[9.61707130166725, 0.18070760262986324, -16.99791254119751, 9.878622451457037, 0.1916797591044313, -9.726489834641216, 5.871733663555314, 0.1384404992951646, -10.407946728203823, 5.532254082035043, 0.1574303114774978, -18.582025383403575]"
0.01217794418334961,"[0.021128259274869134, 0.0019250874036385432, -0.0385865516345964, 0.021928890520622087, 0.0020248771842057015, -0.02131686165675344, 0.01256574650665837, 0.0012808826808151114, 0.06435800861201536, 0.011735423160775051, 0.0016118275264615782, 0.1324444843241666]","[10.564129637434567, 0.15535872744601986, -19.2932758172982, 10.964445260311043, 0.17357453605878126, -10.65843082837672, 6.282873253329186, 0.14569331178984607, -11.454226993850558, 5.8677115803875255, 0.18099973425367524, -21.04422043763317]"
0.01317739486694336,"[0.023097535039682638, 0.002186245912134287, -0.04249166617703389, 0.023720307401091222, 0.0023215099383484274, -0.022722113910050804, 0.013106375291025818, 0.0016298841967000506, 0.14778392241664276, 0.013194121345473797, 0.0019079537053667249, -0.04560188308866682]","[11.548767519841318, 0.13057925424787173, -21.245833088516946, 11.860153700545611, 0.14831637707136291, -11.361056955025402, 6.553187645512909, 0.17450075794246964, -13.374501391395096, 6.597060672736898, 0.1480630894525733, -22.80094154433341]"
0.01317739486694336,"[0.024572189408186302, 0.0023804646047277476, -0.04592363110820891, 0.025208703539971553, 0.0025601660881830273, -0.02401974659956846, 0.01359314301703309, 0.002018756401205928, 0.1462832369789013, 0.013482192808493512, 0.0021745629072444125, 0.037917827482080425]","[12.28609470409315, 0.09710934629673046, -22.961815554104454, 12.604351769985776, 0.11932807491729994, -12.009873299784228, 6.7965715085165455, 0.19443610225293853, -14.124844110265823, 6.741096404246756, 0.13330460093884378, -24.674317558818025]"
0.01317739486694336,"[0.025589152919504754, 0.0024972289850547238, -0.04894722610267498, 0.026449704139876323, 0.0027378945060832394, -0.02513676867255489, 0.013987738170556086, 0.0024302379137206903, 0.14529917628567357, 0.01358244121013618, 0.002460341055121994, 0.12204734870766615]","[12.794576459752376, 0.05838219016348804, -24.47361305133749, 13.224852069938162, 0.08886420895010609, -12.568384336277445, 6.9938690852780425, 0.20574075625738117, -14.616874456879689, 6.79122060506809, 0.14288907393879083, -26.242788245883403]"
0.01317739486694336,"[0.026865599691920063, 0.002553419903909224, -0.04834983739403866, 0.02562785839132979, 0.002912524911725358, 0.058994264179757616, 0.015093721828445867, 0.0027478511555081913, -0.031233939058923407, 0.014931416402246985, 0.0026755320463434985, -0.054656942594039575]","[13.432799845960032, 0.028095459427250058, -24.17491869701933, 12.813929195664896, 0.08731520282105935, -14.136099209979431, 7.5468609142229335, 0.15880662089375047, -15.616969529461702, 7.465708201123492, 0.10759549561075216, -27.328471297019785]"
0.014176368713378906,"[0.027752935146362068, 0.002544931098952376, -0.04789876541577477, 0.024975821562243306, 0.003086768994356129, 0.05640527357841897, 0.015996446611558447, 0.0029797889123337057, -0.031341829693843734, 0.015061999601319693, 0.0028608669890090913, 0.030206246377586975]","[13.876467573181033, -0.004244402478423795, -23.949382707887384, 12.487910781121652, 0.08712204131538535, -15.430594510648751, 7.998223305779223, 0.11596887841275717, -15.670914846921868, 7.530999800659846, 0.0926674713327964, -28.53010811106475]"
0.014176368713378906,"[0.028262299959909903, 0.0024705453180296237, -0.04757837006758374, 0.024460984956694, 0.0032620546170822255, 0.054297037941151524, 0.01671810905656513, 0.0031352901513021303, -0.031219557686520884, 0.015026018540731344, 0.0030693765808506297, 0.1155342585471149]","[14.131149979954952, -0.03719289046137629, -23.78918503379187, 12.230492478347, 0.08764281136304833, -16.484712329282473, 8.359054528282565, 0.07775061948421243, -15.609778843260441, 7.5130092703656715, 0.10425479592076929, -29.499333326159025]"
0.014176368713378906,"[0.0290779748370062, 0.0023527975547614683, -0.04730229514672178, 0.024086921687971056, 0.0034406825912582113, 0.054243055134814006, 0.016413162066437247, 0.003261689031257646, 0.05374556691341331, 0.015975035459830055, 0.0032012094034835183, -0.06029730275668325]","[14.5389874185031, -0.058873881634077675, -23.65114757336089, 12.043460843985528, 0.08931398708799297, -16.511703732451235, 8.206581033218622, 0.063199439977758, -16.76044784315158, 7.9875177299150275, 0.06591641131644436, -30.148651378341622]"
0.014176368713378906,"[0.029590681545863057, 0.0021894421474295575, -0.047108283888702196, 0.02378752874870576, 0.0036228055400279197, 0.05415481382119636, 0.01619868201645217, 0.0033653080336919446, 0.05360049570637833, 0.01581275332661493, 0.003300777954141306, 0.025430481234381415]","[14.795340772931528, -0.0816777036659554, -23.554141944351098, 11.89376437435288, 0.09106147438485421, -16.555824389260057, 8.099341008226084, 0.05180950121714925, -16.832983446669072, 7.906376663307465, 0.049784275328893846, -30.91799068266753]"
0.015176773071289062,"[0.029791618024757716, 0.001979586671850902, -0.04699584283778167, 0.023550999416885595, 0.0038079196963818696, 0.05409432350866423, 0.016026019590240508, 0.00345056866271167, 0.05375590984464835, 0.015540744757970747, 0.0034224616708687814, 0.11147970716103271]","[14.895809012378857, -0.10492773778932779, -23.497921418890837, 11.775499708442798, 0.09255707817697485, -16.586069545526122, 8.013009795120254, 0.04263031450986269, -16.755276377534063, 7.770372378985374, 0.0608418583637378, -31.52660901920012]"
0.015176773071289062,"[0.03034849658923949, 0.0017454154731976986, -0.046826140573024665, 0.023359034524609284, 0.003994682728862336, 0.054297726660542216, 0.01575680729021298, 0.003569831405733524, 0.13902464186313215, 0.016246229764458033, 0.003473283281031621, -0.06380998958944495]","[15.174248294619744, -0.11708559932660162, -23.413070286512333, 11.67951726230464, 0.09338151624023315, -16.48436796958713, 7.8784036451064905, 0.05963137151092695, -17.754141668150396, 8.123114882229016, 0.025410805081419838, -31.904994794722477]"
0.015176773071289062,"[0.030652102613903814, 0.0014839379324718231, -0.04671911684327402, 0.023205034604301015, 0.004181889996490982, 0.05439178484376933, 0.01558370085222761, 0.0037173798992412984, 0.13905172151782025, 0.0159245906460014, 0.0034977320490915302, 0.02244660862749806]","[15.326051306951907, -0.13073877036293777, -23.359558421637008, 11.602517302150508, 0.09360363381432271, -16.43733887797357, 7.791850426113805, 0.07377424675388722, -17.74060184080634, 7.9622953230007, 0.01222438402995461, -32.409926986109205]"
